,Date,Time,Message,Messenger
9751,2020-07-29,04:47:51,then u can have both theme apps,Superuser #APF
9752,2020-07-29,14:06:33,is it safe to use 72hz for daily base.,Txzeus
9753,2020-07-29,14:18:06,Common sense would say NO but this device is less than 1 year old and I highly doubt anyone here has been running 72hz+ the entire time. Nobody has complained about it breaking anything...yet. What you need to ask yourself is if it really gives any benefit to use it. I've tried them all from 66 to 75hz and I can't even tell if it's working. That's why they tell you to check if it's actually working on UFO website.,brad
9754,2020-07-29,14:19:47,actually im using it and it improves user experience to be in 72hz.,Txzeus
9755,2020-07-29,14:20:40,when i rollback to 60hz it feels like screen lag 😂,Txzeus
9756,2020-07-29,14:20:53,"Long time Screen OC is not recommended , it will harm your display . Better use stock refresh rate .

*Pro tips immensity with optimized 66hz is butter 🙏",Saitama
9757,2020-07-29,14:21:07,That i have seen bro,Txzeus
9758,2020-07-29,14:21:19,If you can tell then good for you. My outlook on custom Android is use what you like. Don't buy a sports car to sit in a garage. Use it and have fun.,brad
9759,2020-07-29,14:21:33,hahhahaaaa,Txzeus
9760,2020-07-29,14:21:37,Then Don't use it,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9761,2020-07-29,14:22:37,"Got it. 
Just tried for a little time it feels good 😅",Txzeus
9762,2020-07-29,14:23:31,Yup it will feel good but it will harm,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9763,2020-07-29,14:23:56,Yeah got it bro .,Txzeus
9764,2020-07-29,15:18:40,will immensity get problem with 66hz in the future ?,Acehzi
9765,2020-07-29,15:18:49,im on miui,Acehzi
9766,2020-07-29,15:36:29,Noo,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9767,2020-07-29,16:17:52,is it able for miui ?,Acehzi
9768,2020-07-29,16:18:37,"No official support , but there was a old build for miui you can try , don't if it gonna work",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9769,2020-07-29,17:03:40,Pubg is cansur,Saitama
9770,2020-07-29,17:44:12,Does k20 pro have anti rollback?,Alcatraz
9771,2020-07-29,17:45:43,There was a miui 12 241 mb update and after that it takes 20mins for 1% charge,Alcatraz
9772,2020-07-29,17:47:56,"No, it hasnt.",Ashok Soni
9773,2020-07-29,17:51:43,Now I'm in miui 12 V12.0.2.0 and j want to go back to previous version,Alcatraz
9774,2020-07-29,17:51:56,Can I download it and update through update package,Alcatraz
9775,2020-07-29,17:51:59,???,Alcatraz
9776,2020-07-29,17:52:49,🆘,Alcatraz
9777,2020-07-29,17:56:35,Not sure about update package as I always use twrp but if you do have twrp then surely you can go back.,Ashok Soni
9778,2020-07-29,18:40:59,"I need MIUI 12 camera MOD, for",Alucard90
9779,2020-07-29,18:41:03,,Alucard90
9780,2020-07-29,18:59:52,Lol.,Lord Vilain
9781,2020-07-29,19:00:32,+,
9782,2020-07-29,19:01:22,Tell him to give optimized 72hz 🥺,
9783,2020-07-29,19:01:30,just search miui 12 camera mod in main group...,Superuser #APF
9784,2020-07-29,19:10:48,And camera please,
9785,2020-07-29,19:11:06,ANX,
9786,2020-07-29,19:43:09,dev has a website,Superuser #APF
9787,2020-07-29,19:43:15,google is your friend,Superuser #APF
9788,2020-07-29,19:43:47,also rootless anx in channel if u don't have magisk,Superuser #APF
9789,2020-07-29,20:29:48,Thank you,Alucard90
9790,2020-07-29,21:54:53,Any voice changing mods for gaming?,Asharib Khan🌊
9791,2020-07-29,22:40:25,K20 pro evolution X 4.5 flash problem plz help,
9792,2020-07-29,22:40:32,Error 7,
9793,2020-07-29,22:40:44,And ROM not flash,
9794,2020-07-29,22:42:26,Newest version uses newer vendor,pyaracetamol
9795,2020-07-29,22:42:30,That's why error 7,pyaracetamol
9796,2020-07-29,22:43:47,12.0.1 vendor use Kiya that,
9797,2020-07-29,22:43:55,12.0.1 vendor use Kiya that,
9798,2020-07-29,22:44:01,12.0.1 vendor use Kiya tha,
9799,2020-07-29,22:44:28,Plz help mi,
9800,2020-07-29,22:46:18,Stop spamming ffs,jinwk00
9801,2020-07-29,22:46:35,Read what he said,jinwk00
9802,2020-07-29,23:00:42,Flash 12.0.3,pyaracetamol
9803,2020-07-29,23:07:13,Ty bro try krta hu,
9804,2020-07-29,23:07:51,98%,(𝙰𝙵𝙺) 𝙿 𝚁 𝙰 𝚃 𝙴 𝙴 𝙺 ⑆ ⑇ #oofgang ⑇
9805,2020-07-29,23:08:54,Gg,pyaracetamol
9806,2020-07-29,23:09:14,Ahh... Man I hope they fix fod soon,pyaracetamol
9807,2020-07-29,23:10:55,Ty bro,
9808,2020-07-29,23:11:08,GN bro,
9809,2020-07-29,23:17:13,:),pyaracetamol
9810,2020-07-29,23:26:24,"No it has some bugs , but if u can live without fod then its a good daily driver",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9811,2020-07-29,23:36:04,"Ahh
Without fod though 😅😂",pyaracetamol
9812,2020-07-29,23:39:21,Nog that tough tbh 😅 face unlock almost equally fast and smoothness of oos is amezing,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9813,2020-07-30,08:50:11,"Yeahh
Gotta make a tough decision 😅😂",pyaracetamol
9814,2020-07-30,09:51:33,this works on aosps?,anilist
9815,2020-07-30,09:51:49,"no, it's not anx",Superuser #APF
9816,2020-07-30,09:51:56,Okay,anilist
9817,2020-07-30,14:05:04,Corvus 7.5 always loop fastboot,D Gann01
9818,2020-07-30,14:05:16,Already flash dfe,D Gann01
9819,2020-07-30,14:05:25,Still loop fastboot,D Gann01
9820,2020-07-30,14:05:33,How to install it?,D Gann01
9821,2020-07-30,14:05:51,I'm using Gapss corvus version,D Gann01
9822,2020-07-30,14:14:39,"Test this screen recorder guys in aosp , while recording screen with internal sounds , speaker works or not",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9823,2020-07-30,14:14:39,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9824,2020-07-30,14:15:52,"Thats oss vendor , so don't dirty flash it over old builds , clean flash",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9825,2020-07-30,14:21:04,I'll try again bro,D Gann01
9826,2020-07-30,14:21:06,Thankyou,D Gann01
9827,2020-07-30,14:21:32,,Saitama
9828,2020-07-30,14:21:49,"Only way is clean install , backup your data and clean install",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9829,2020-07-30,14:23:03,Okay bro,D Gann01
9830,2020-07-30,14:23:58,Crashes on pe+,Ravi
9831,2020-07-30,14:25:28,oneplus recorder best recorder,Superuser #APF
9832,2020-07-30,14:30:06,Doesn't install on some ROMs,Ravi
9833,2020-07-30,14:30:33,there's a magisk module,Superuser #APF
9834,2020-07-30,14:30:35,even works on miui,Superuser #APF
9835,2020-07-30,14:30:47,Can you please share,Ravi
9836,2020-07-30,14:31:40,,Superuser #APF
9837,2020-07-30,14:31:52,Thanks,Ravi
9838,2020-07-30,15:03:06,Yes but wile recording internal audio in op recorded system got fully muted,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9839,2020-07-30,15:03:37,"yeah ik, rip",Superuser #APF
9840,2020-07-30,15:04:35,"This recorder i shared is pretty gud dosen't mute whole system , modified los recorder",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9841,2020-07-30,15:28:14,"Records audio but on pressing video record, RIP",Ravi
9842,2020-07-30,15:28:43,"Tap on settings, RIP",Ravi
9843,2020-07-30,15:29:48,"Sed , you're on oss vendor rom ??",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9844,2020-07-30,15:29:58,PE+,Ravi
9845,2020-07-30,15:30:49,"PE/PE+, Lineage os, Evolution - miui vendor",SkepticaI
9846,2020-07-30,15:36:13,Miui vendor then rip,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9847,2020-07-30,15:57:50,Guys please suggest some gud magisk mod,
9848,2020-07-30,16:36:38,Is this unlimited storage fake or ?,
9849,2020-07-30,16:37:24,it's compressed photos,Superuser #APF
9850,2020-07-30,16:37:26,like normal,Superuser #APF
9851,2020-07-30,16:37:55,"google doesn't limit u on that since they compress the images for everyone

that's the wat it saves them money",Superuser #APF
9852,2020-07-30,16:39:01,"umm what about videos then ?
They compress the quality of that too ?",
9853,2020-07-30,16:39:23,"yep, but i think the video compression is not as noticeable",Superuser #APF
9854,2020-07-30,16:40:24,"Should have known google was just being google 
""high quality"" ""unlimited""",
9855,2020-07-30,16:40:46,that's why the top option says original quality,Superuser #APF
9856,2020-07-30,16:40:59,info right below talks about compression,Superuser #APF
9857,2020-07-30,16:41:08,you change your username way too many times.,
9858,2020-07-30,16:42:49,"yea, maybe i should include original name 

name is just how i feel sometimes",Superuser #APF
9859,2020-07-30,16:43:50,"Hmm 
Hang in there",
9860,2020-07-30,16:56:42,What sound recorder you guys use in aosp roms?,anilist
9861,2020-07-30,16:57:21,"google recorder should work, some roms merged a fix",Superuser #APF
9862,2020-07-30,16:57:28,"if not working, just plug in headphones",Superuser #APF
9863,2020-07-30,16:58:11,Okay,anilist
9864,2020-07-30,17:39:16,Why don't you guys report in corvus support chat,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9865,2020-07-30,17:39:42,Anx also didn't work for me in oss build,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9866,2020-07-30,17:40:06,Okayy sorry,D Gann01
9867,2020-07-30,18:16:38,hey need help,Rurouni Kenshin
9868,2020-07-30,18:17:04,,Rurouni Kenshin
9869,2020-07-30,18:17:17,what's sm8150,Rurouni Kenshin
9870,2020-07-30,18:17:45,which one should i flash I'm currently in corcus os 7.5,Rurouni Kenshin
9871,2020-07-30,18:18:09,which vendor?,Superuser #APF
9872,2020-07-30,18:19:24,it comes with the rom,Superuser #APF
9873,2020-07-30,18:19:29,just flash it again,Superuser #APF
9874,2020-07-30,18:19:50,"looks like people join this group for all kinds of support

rip",Superuser #APF
9875,2020-07-30,18:20:03,Candy kernel,
9876,2020-07-30,18:20:03,it comes with the rom,
9877,2020-07-30,18:20:14,why would u use candy on evo x?,Superuser #APF
9878,2020-07-30,18:20:25,Gaming,
9879,2020-07-30,18:20:33,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9880,2020-07-30,18:20:44,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9881,2020-07-30,18:20:48,"candy is a miui kernel, for miui only",Superuser #APF
9882,2020-07-30,18:20:59,it's no longer being updated,Superuser #APF
9883,2020-07-30,18:21:02,Ohhh😳😳,
9884,2020-07-30,18:21:10,,Rurouni Kenshin
9885,2020-07-30,18:21:18,use los fod,Superuser #APF
9886,2020-07-30,18:21:31,fod not working,Rurouni Kenshin
9887,2020-07-30,18:21:33,Bro phir Evo me koi aur kernel nai flash krte aayega,
9888,2020-07-30,18:21:42,did u flash oss vendor corvus?,Superuser #APF
9889,2020-07-30,18:21:51,because that's what ossfod is for,Superuser #APF
9890,2020-07-30,18:22:04,wait,Rurouni Kenshin
9891,2020-07-30,18:22:37,"English plox , btw you can flash other kernels like immensity , f1xy , void and may more",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9892,2020-07-30,18:23:17,Immensity kernel bro,
9893,2020-07-30,18:24:11,let me try mifod once,Rurouni Kenshin
9894,2020-07-30,18:25:12,Evo 3.3 with immensity kernel but Evo 4.5 perf kernel,
9895,2020-07-30,18:25:34,Immensity kernel best for gaming,
9896,2020-07-30,18:27:25,Flash immensity kernel (los fod),𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9897,2020-07-30,18:27:31,,Superuser #APF
9898,2020-07-30,18:27:41,Plz tell me can I flash immensity kernel Evo X 4.5,
9899,2020-07-30,18:27:50,Ofc,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9900,2020-07-30,18:28:18,??,
9901,2020-07-30,18:28:33,Ofcourse you can flash,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9902,2020-07-30,18:28:49,Flash los fod one,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9903,2020-07-30,18:29:28,Plz can u send mi download link for Evo X 4.5 immensity kernel download,
9904,2020-07-30,18:30:17,u should forward to lounge for the lelz,Superuser #APF
9905,2020-07-30,18:31:29,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9906,2020-07-30,18:31:38,Its daily thing here,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9907,2020-07-30,18:31:51,Sometime people want 50hz dtbo,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9908,2020-07-30,18:33:35,Flash vendor,Lord Vilain
9909,2020-07-30,19:43:59,Doesn't work. Didn't even appear in QS.,Ravi
9910,2020-07-30,19:44:19,rip,Superuser #APF
9911,2020-07-30,20:05:34,works alright on pe+,anilist
9912,2020-07-30,20:05:56,,Superuser #APF
9913,2020-07-30,20:08:11,Thnx for supporting sar 🙏,RD
9914,2020-07-30,20:09:11,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9915,2020-07-30,20:11:15,Kewl Cat,RD
9916,2020-07-30,22:03:51,"Long time Screen OC is not recommended , it will harm your display . Better use stock refresh rate .

*Pro tips immensity with optimized 66hz is butter 🙏",Saitama
9917,2020-07-31,09:56:46,Gapps link ??,
9918,2020-07-31,09:57:06,opengapps,jinwk00
9919,2020-07-31,10:06:16,Ues,
9920,2020-07-31,10:06:18,Yes,
9921,2020-07-31,10:06:28,I want to flash it,
9922,2020-07-31,10:26:38,So use recovery,jinwk00
9923,2020-07-31,11:28:30,I don't have zip bruh,
9924,2020-07-31,11:43:40,"Google is still a thing bruhhhh , we are not your 24×7 personal help desk",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9925,2020-07-31,12:30:10,Hmm,
9926,2020-07-31,14:27:19,Yup it will 😅😅👌👌,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9927,2020-07-31,15:23:44,,K20 Pro / Mi9T pro Mods [ EOL ]
9928,2020-07-31,15:30:45,Anyone using miui here plox pm,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9929,2020-07-31,15:43:11,,Ravi
9930,2020-07-31,15:43:11,Just double tap the back of the phone to get the desired action done,Ravi
9931,2020-07-31,15:43:17,Enjoy guys.,Ravi
9932,2020-07-31,15:44:24,Late 😅😅😅,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9933,2020-07-31,15:44:35,Works like charm,Ravi
9934,2020-07-31,15:44:57,Yup great app,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9935,2020-07-31,15:45:36,How to use 2nd action though? Like i configured screenshot. Now 2nd i added assistant but how will that launch?,Ravi
9936,2020-07-31,15:46:12,Remove assistant maybe or drag it down,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9937,2020-07-31,15:46:34,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9938,2020-07-31,15:46:48,i think the actions list is there so u can remove the one(s) u don't plan on using,Superuser #APF
9939,2020-07-31,15:47:02,its just the top action that gets activated,Superuser #APF
9940,2020-07-31,15:47:30,Ya. Only one action can be configured.,Ravi
9941,2020-07-31,16:01:58,When i close the app it's stopped working,Jaafar
9942,2020-07-31,16:03:25,Which ROM? Working fine on PE+,Ravi
9943,2020-07-31,16:04:05,Miui 12 Eu rom,Jaafar
9944,2020-07-31,16:04:52,Typical miui behaviour,Ravi
9945,2020-07-31,16:05:32,Where is the triple tap setting?,Ravi
9946,2020-07-31,16:05:35,I disabled battery saver and same 🤦🏻‍♂,Jaafar
9947,2020-07-31,16:06:46,Who told you 2nd is for triple tap?,Ravi
9948,2020-07-31,16:07:38,the screenshot worked sometimes,anilist
9949,2020-07-31,16:07:58,I maybe wrong😁,anilist
9950,2020-07-31,16:08:03,Working 10/10 for me. I have set screenshot.,Ravi
9951,2020-07-31,16:12:16,"it's just double tap, sorry",anilist
9952,2020-07-31,16:13:01,"The list is precedence order, if first one is executed already, t
another double tap executes the second in the list.",anilist
9953,2020-07-31,16:15:22,doesn't seem right,Superuser #APF
9954,2020-07-31,16:15:43,why?,anilist
9955,2020-07-31,16:15:55,it only does the first action over here,Superuser #APF
9956,2020-07-31,16:16:04,what does it have to do with more taps,Superuser #APF
9957,2020-07-31,16:17:46,"the default is 1.assistant 2.ss
Double tap ->assistant
Don't close assistant and double tap -> ss.
my best guess is that is a precedence order",anilist
9958,2020-07-31,16:21:42,Amazing,
9959,2020-07-31,17:43:58,"They are executed in list order so if the top action is unavailable, next will be executed and so on until one action is executed and then it'll stop.",Ashok Soni
9960,2020-07-31,17:44:49,"Like if your camera is being used by other app and you set it to open by double tap, it'll be skipped and next action will be executed.",Ashok Soni
9961,2020-07-31,17:55:51,hmm ok,Superuser #APF
9962,2020-07-31,17:55:55,How to take log?,★ Meitei Nupa★
9963,2020-07-31,17:56:05,but its weird for something that doesn’t apply for all actions,Superuser #APF
9964,2020-07-31,17:56:53,Ss sound is on in bliss official even if I turn it off in settings. How do I take the log of this?,★ Meitei Nupa★
9965,2020-07-31,17:57:47,are u using screenshot gesture or volume buttons?,Superuser #APF
9966,2020-07-31,18:15:09,Both,★ Meitei Nupa★
9967,2020-08-01,04:18:30,Does miuimix Raphael has long exposure in camera?,zhu
9968,2020-08-01,04:54:29,"Happened to me, I don't think we could fix that as of user",jinwk00
9969,2020-08-01,08:25:33,Somewhere i read its called Moonshot,rockyanexpert
9970,2020-08-01,08:27:12,Ummm its a different feature,zhu
9971,2020-08-01,08:27:58,It appears like this:,zhu
9972,2020-08-01,08:28:30,,zhu
9973,2020-08-01,08:30:20,"Then this is not there.
There is a magisk mod to do the same",rockyanexpert
9974,2020-08-01,12:28:17,,K20 Pro / Mi9T pro Mods [ EOL ]
9975,2020-08-01,12:30:14,❤️,Arslan Hafeez
9976,2020-08-01,12:30:15,Eid muBarK,Ahmed Wahib
9977,2020-08-01,12:32:48,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9978,2020-08-01,12:34:14,Is there's any way to get MIUI Gallery in AOSP,AK
9979,2020-08-01,12:34:41,No its not ported yet,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9980,2020-08-01,12:34:59,Oh okay ❤️,AK
9981,2020-08-01,12:35:19,"yet?
there's no hope for that app",Superuser #APF
9982,2020-08-01,12:35:45,Actually yes 😅😅😅,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9983,2020-08-01,12:35:48,even aeonax tried to port it,Superuser #APF
9984,2020-08-01,12:36:18,Yup live,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9985,2020-08-01,12:41:11,Eid Mubarak❤️ 🤗,(𝙰𝙵𝙺) 𝙿 𝚁 𝙰 𝚃 𝙴 𝙴 𝙺 ⑆ ⑇ #oofgang ⑇
9986,2020-08-01,12:43:06,,K20 Pro / Mi9T pro Mods [ EOL ]
9987,2020-08-01,12:45:32,,K20 Pro / Mi9T pro Mods [ EOL ]
9988,2020-08-01,14:04:04,"We are now 1.9k member strong
Thank you guys for your support 🙏",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9989,2020-08-01,14:15:13,,
9990,2020-08-01,20:18:23,Hi. What  is that ?,Andre Carvalho
9991,2020-08-02,14:19:27,Magisk,
9992,2020-08-02,15:50:12,How is the Hydra + Kernal ??,
9993,2020-08-02,15:54:36,,Saitama
9994,2020-08-02,15:54:53,Never heard of that kernel,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9995,2020-08-02,15:55:23,Ok bro,
9996,2020-08-02,15:56:08,Deban shall I ping in personal,
9997,2020-08-02,15:56:16,I hv an link,
9998,2020-08-02,16:05:25,Is this for our device ??,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
9999,2020-08-02,16:05:44,No,
10000,2020-08-02,16:06:02,It's for redmi note 7 pro,
10001,2020-08-02,16:06:30,I'm unable to find for our device,
10002,2020-08-02,16:13:02,Coz no one cares,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
10003,2020-08-02,16:19:03,Okay,
10004,2020-08-02,18:07:12,18+youtube apps,Mr Biu
10005,2020-08-03,00:04:30,how do i change fp icons in miui?,
10006,2020-08-03,00:52:22,"U can't , unless someone build aoded theme",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
10007,2020-08-03,00:53:12,Must flash vendor when i am comming from Masik to PE+?,Mike
10008,2020-08-03,00:53:52,Yes do a clean flash,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
10009,2020-08-03,00:55:21,"Thanks, have you link to vendor pleas?",Mike
10010,2020-08-03,01:28:31,Use Latest. Vendor based on your device,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
10011,2020-08-03,01:37:09,"ok, done thank you",Mike
10012,2020-08-03,01:37:24,"can i disable sim card on PE+, pleas?",Mike
10013,2020-08-03,02:04:35,Take it out,jinwk00
10014,2020-08-03,02:23:16,Lol,jinwk00
10015,2020-08-03,13:20:26,Every time? 😀,Mike
10016,2020-08-03,13:26:55,"SIM Card toggle/off app ‼
If u have 2 sim cards, now u can disable one of them. Working on all AOSP roms!",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
10017,2020-08-03,13:26:55,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
10018,2020-08-03,15:06:35,Is this only for Raphael?,brad
10019,2020-08-03,15:07:07,Should work in all dual sim phones,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
10020,2020-08-03,15:07:23,Awesome. I have a lot of dudes in other device chats asking for this.,brad
10021,2020-08-03,15:07:47,Yup this is really useful,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
10022,2020-08-03,15:17:37,Oos boot animation zip?,Dr. Paul
10023,2020-08-03,15:19:20,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
10024,2020-08-03,15:21:19,Thanks,Dr. Paul
10025,2020-08-03,18:04:51,Hi,ooomg
10026,2020-08-03,18:05:22,Anyone suggest me a good rom for gaming,ooomg
10027,2020-08-03,18:19:18,All roms are good for gayming,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
10028,2020-08-03,19:39:46,True only kernel make it difference,ʸAͦlͧoͬnͤeᶰeͦeͭee | ᴿᵃᵖʰᵃᵉˡ
10029,2020-08-03,20:37:56,Try f1xy v0. 26b2 less heating and battery drain,★ Meitei Nupa★
10030,2020-08-03,21:25:29,"su
dd if=/dev/block/bootdevice/by-name/persist of=/sdcard/persist.img",Saitama
10031,2020-08-03,21:32:04,It's just showing android,Dr. Paul
10032,2020-08-03,21:46:06,Its straight up from oos i don't know if it works,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
10033,2020-08-03,21:46:41,Search on xda u will find magisk flashable oos boot animation,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
10034,2020-08-03,22:13:32,"Trick - 1 // Turn off app autostart  and disable background activities for unused apps , maybe disable them so save battery in memeui 
.
Trick -2 // Come to aosp its far better than memeui 
.
Thank you",Saitama
10035,2020-08-03,22:14:24,Aosp ?,
10036,2020-08-03,22:14:29,Like ??,
10037,2020-08-03,22:30:05,Pixel experience/EvoX etc,rockyanexpert
10038,2020-08-04,00:22:28,Anybody has tried aosp dialer auto recording without the magisk,BiS
10039,2020-08-04,00:22:39,Flashing through recovery?,BiS
10040,2020-08-04,00:30:31,Try this one simple and easy,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
10041,2020-08-04,00:41:57,From where to select the path?,BiS
10042,2020-08-04,00:47:33,Any root explorer or recovery,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
10043,2020-08-04,00:57:16,Does the system need to be rooted? Because from recovery there's no file name system.,BiS
10044,2020-08-04,00:58:02,There should be,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
10045,2020-08-04,01:00:34,Okay anyway I'll check. Thanks.,BiS
10046,2020-08-04,01:13:34,Okay got it bro,BiS
10047,2020-08-04,02:34:11,Any way to enhance touch response?,Asharib Khan🌊
10048,2020-08-04,02:34:38,Disable three finger swipe screenshot gesture,
10049,2020-08-04,02:41:16,Anything else?,Asharib Khan🌊
10050,2020-08-04,02:42:03,Not that i know of,
10051,2020-08-04,19:42:02,Wait. That makes touch response in games better?,Sandeeep
10052,2020-08-04,19:42:21,I can use this to replace Google dialer to aosp dialer to get call recording?,Sandeeep
10053,2020-08-04,19:42:30,Yes,
10054,2020-08-04,19:43:13,"Wait. Why did Ahmed's pfp become meme-ish and not legit fire anymore,m",Sandeeep
10055,2020-08-04,20:00:21,it's now eleven from stranger things,Superuser #APF
10056,2020-08-05,21:42:02,FOD Changing App ??,
10057,2020-08-05,21:47:49,Ty,
10058,2020-08-06,13:25:08,,(𝙰𝙵𝙺) 𝙿 𝚁 𝙰 𝚃 𝙴 𝙴 𝙺 ⑆ ⑇ #oofgang ⑇
10059,2020-08-06,13:25:08,,(𝙰𝙵𝙺) 𝙿 𝚁 𝙰 𝚃 𝙴 𝙴 𝙺 ⑆ ⑇ #oofgang ⑇
